Name,Ticker,"Sub-Sector","Market Cap","Total revenue (Q)","PBT (Q)","PBIT (Q)","Operating and Other Expenses (Q)","Net Income (Q)","EPS (Q)","EBITDA (Q)","Total Revenue","Taxes & Other Items","Selling & Administrative Expenses","Raw Materials","Payout Ratio","Power & Fuel Cost","PBT","PBIT","Operating & Other expenses","Net Income","Interest & Other Items","Earnings Per Share","Employee Cost","EBITDA","Dividend Per Share","Depreciation & Amortization"
Adani Total Gas Ltd,ATGL,"Gas Distribution","69315.530481075","1124.27","141.68999999999994","173.79999999999995","919.61","97.90999999999994","0.89","204.65999999999997","4432.39","186.05","161.26","3083.32","0.050312452332156074","83.29","732.5400000000004","810.9700000000004","124.7699999999998","546.4900000000005","78.43","4.968948807136918","55.68","924.0700000000004","0.25","113.1"
Zomato Ltd,ZOMATO,"Online Services","68962.94502138","2226.6","-204.4000000000002","-188.6000000000002","2281.4","-188.20000000000022","-0.23","-54.80000000000018","7760.9","-43.300000000000004",,,"0",,"-1014.6","-965.9","8289.9","-971.3000000000001","48.7","-1.2",,"-529","0","436.9"
Marico Ltd,MARICO,"FMCG - Personal Products","68923.53729657","2308","401","418","1847","302","2.34","461","9908","441",,,"0.44642857142857145",,"1743","1799","7954","1302","56","10.08",,"1954","4.5","155"
Macrotech Developers Ltd,LODHA,"Real Estate","67284.0786836","3271.71","638.2100000000003","755.4000000000002","2486.7","744.3600000000002","7.725","785.0100000000002","9611.199999999999","-34.2","747.6","0","0.19792382083418972","15.7","452.4999999999993","934.4999999999993","7396.699999999999","486.6999999999993","482","5.05244894619202","423.9","1027.2999999999993","1","92.8"
United Spirits Ltd,MCDOWELL-N,"Alcoholic Beverages","67243.58635985","2520.8","130.30000000000035","166.30000000000035","2285.7","102.80000000000035","1.45","235.10000000000036","11076.300000000001","142.3","2040.1","4361","0","16.7","1278.6000000000013","1382.5000000000014","2383.5","1136.3000000000013","103.9","15.630098385960377","610","1665.0000000000014","0","282.5"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","67092.5303102","7979.75","1850.740000000001","1850.740000000001","5701.919999999999","1285.190000000001","34.01","2277.830000000001","30508.39","2202.68","1709.13",,"0.18776405260154663",,"8213.719999999996","8213.719999999996","17348.430000000004","6011.039999999995",,"186.40415731904426","2636.42","8814.409999999996","35","600.69"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","66628.980398685","5446.57","572.5100000000002","572.5100000000002","4874.0599999999995","436.9600000000002","8.9","572.5100000000002","18870.57","383.48",,,"0.2839757470865502",,"2112.530000000001","2112.530000000001","15521.89","1729.050000000001",,"35.21427481957534","1093.8","2254.880000000001","10","142.35"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","65331.8155104","2500","433","540","1764","287","8.48","736","9665","602",,,"0.5979885838543082",,"1847","2180","6778","1245","333","36.79",,"2887","22","707"
Punjab National Bank,PNB,"Public Banks","65075.10194778001","28132.23","2629.6899999999987","2629.6899999999987","25502.54","1729.1599999999985","1.69","2629.6899999999987","99374.31999999999","1802.4099999999999","4457.7300000000005",,"0.2137454676850476",,"5150.860000000011","5150.860000000011","73918.26999999999","3348.4500000000107",,"3.0410001533121176","14942.59","6055.7300000000105","0.65","904.87"
SRF Ltd,SRF,"Diversified Chemicals","64426.453589625","3800.42","733.3900000000003","799.2900000000003","2846.49","562.4500000000003","18.97","953.9300000000003","14945.18","661.65","836.1","7402.43","0.09904034795638068","1472.25","2823.989999999998","3028.809999999998","816.4700000000009","2162.339999999998","204.82","72.69764443043982","813.8","3604.1299999999983","7.2","575.32"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","64409.885083830006","22551.94","952.95","1231.39","20480.85","653.96","0.97","2071.09","78957.71","909.1899999999999",,,"0.29411764705882354",,"2404.780000000012","3185.720000000012","72636.15","1495.590000000012","780.94","2.21",,"6321.560000000012","0.65","3135.84"
Berger Paints India Ltd,BERGEPAINT,"Paints","64259.59738275","2458.7","257.9299999999999","287.2299999999999","2097.06","185.68999999999988","1.91","361.6399999999999","10619.41","302.92",,,"0.36117381489841993",,"1162.3400000000004","1261.5700000000004","9093.81","859.4200000000003","99.23","8.86",,"1525.6000000000004","3.2","264.03"
Jindal Steel And Power Ltd,JINDALSTEL,"Iron & Steel","63673.52803285","13707.69","805.4900000000007","1176.6600000000008","11658.15","462.5600000000006","4.6","2049.540000000001","53549.11","2092.43",,,"0.051190171487074485",,"5266.369999999999","6712.259999999999","44145.9","3173.939999999999","1445.89","39.07",,"9403.21","2","2690.95"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","63174.70898415","8098.54","486.5","884.76","6982","336.1","7.07","1116.54","32111.99","607.36","1353.75","20984.21","0.17878296115664508","133.47","1936.0300000000022","3303.9200000000023","2587.53","1328.6700000000023","1367.89","27.966870934748236","2890.25","4162.7800000000025","5","858.86"
Tube Investments of India Ltd,TIINDIA,"Cycles","62401.97680599","3989.61","541.7500000000002","553.1800000000002","3312.02","311.8400000000002","24.77","677.5900000000001","15328.539999999999","792.07","640.73","9858.16","0.0706786880480965","273.47","1747.6499999999994","1805.4299999999994","1150.0599999999995","955.5799999999994","57.78","49.51987786782725","1204.83","2201.2899999999995","3.5","395.86"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","61692.544476630006","2102.09","447.4600000000001","449.9400000000001","1627.45","426.11000000000007","2.79","474.6400000000001","7263.01","206.11","276.4","4853.61","0.23131439613263105","38.03","1168.7800000000002","1196.9500000000003","381.8200000000003","962.6700000000002","28.17","6.484680698990866","421.7","1291.4500000000003","1.5","94.5"
IDBI Bank Ltd,IDBI,"Public Banks","61449.978430125","7133.43","1521.4799999999996","1521.4799999999996","5611.950000000001","1200.2799999999995","1.13","1521.4799999999996","25208.04","21.91","2495.1000000000004",,"0.29012949499065027",,"3727.9800000000023","3727.9800000000023","14794.36","3706.0700000000024",,"3.4467367753569005","3691.39","4227.190000000002","1","499.21"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","61413.338690740005","8671.82","1128.1699999999998","1147.2799999999997","7344.79","805.1199999999999","40.29","1327.0299999999997","34730.5","1053.66",,,"0.7111363959607453",,"3863.6199999999994","3968.4999999999995","30064.61","2809.959999999999","104.88","140.62",,"4665.889999999999","100","697.39"
Max Healthcare Institute Ltd,MAXHEALTH,"Hospitals & Diagnostic Centres","60145.29798119499","1254.73","300.68000000000006","320.21000000000004","874.17","250.92000000000007","2.58","380.56000000000006","4701.84","-39.78999999999999",,,"0.7246376811594204",,"1063.72","1147.58","3322.07","1103.51","83.86","1.38",,"1379.77","1","232.19"
Zydus Lifesciences Ltd,ZYDUSLIFE,"Pharmaceuticals","59866.813801155","5048.4","483.5999999999996","511.2999999999996","4358.5","296.5999999999996","2.93","689.8999999999996","17424","624.8",,,"0.31088082901554404",,"2585.100000000001","2715.000000000001","13986.3","1960.3000000000009","129.9","19.3",,"3437.7000000000007","6","722.7"
Info Edge (India) Ltd,NAUKRI,"Online Services","59674.6347395","169.69","-446.96000000000004","-445.47","594.96","-272.82000000000005","-21.15","-425.27000000000004","2738.54","248.01999999999998",,,,,"140.60000000000005","147.94000000000005","2517.58","-107.41999999999993","7.34","-8.34",,"220.96000000000004","19","73.02"
Power Finance Corporation Ltd,PFC,"Specialized Finance","59309.42883072","20074.11","7761.8200000000015","7761.8200000000015","12298.05","4676.710000000001","17.71","7776.060000000001","77625.2","10606.74",,,"0.22013623525502576",,"26496.070000000003","26496.070000000003","51077.329999999994","15889.330000000004",,"60.19",,"26547.870000000003","13.25","51.8"
Trent Ltd,TRENT,"Retail - Apparel","59224.2110026","2274.72","63.829999999999785","155.4199999999998","1982.73","54.15999999999978","1.52","291.9899999999998","8586.41","107.44","1256.37","5211.05","0.17586912550315958","144.28","552.1299999999999","961.1199999999999","-135.33000000000044","444.6899999999999","408.99","12.5093019806963","655.23","1454.81","2.2","493.69"
Canara Bank Ltd,CANBK,"Public Banks","58360.570206840006","31774.04","4228.730000000003","4228.730000000003","27545.309999999998","3205.7000000000035","18.39","4228.730000000003","111209.76999999999","3171.9100000000003","3865.01",,"0.193425730172354",,"14426.650000000001","14426.650000000001","77604.4","11254.740000000002",,"62.039316017094905","14292.75","15447.61","12","1020.96"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","57193.94297747","4375.2","573.0699999999996","601.2299999999996","3720.51","424.74999999999966","28.37","654.6899999999996","14241.11","437.3","663.1","10341.07","0.23560452140224877","183.75","1707.2600000000007","1767.0200000000007","620.2400000000002","1269.9600000000007","59.76","84.88801437665919","456.77","1976.1800000000007","20","209.16"
Bosch Ltd,BOSCHLTD,"Auto Parts","56424.4301522","4199.2","532.9999999999998","537.5999999999998","3541","398.0999999999998","134.99","658.1999999999998","15402.5","456.70000000000005","1537.7","9602.5","0.9931215152578032","106.5","1882.2000000000016","1894.3000000000015","729.9999999999991","1425.5000000000016","12.1","483.3245404772017","1145.9","2279.9000000000015","480","385.6"
Union Bank of India Ltd,UNIONBANK,"Public Banks","55258.93326261","27763.51","3912.279999999999","3912.279999999999","23851.23","2798.589999999999","4.11","3912.279999999999","97078.53","3634.8799999999997","3656.4",,"0.24089592862026868",,"12146.540000000015","12146.540000000015","68007.01999999999","8511.660000000016",,"12.453510597636493","12524","12891.110000000015","3","744.57"
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines","55033.41125079","1654.54","399.9999999999999","456.9799999999999","1089.96","328.26999999999987","2.31","564.5799999999999","5960.83","292.05000000000007","489.48","472.89","0.14167593637478937","303.09","1294.6399999999996","1530.6899999999996","1166.37","1002.5899999999996","236.05","7.058361677981793","1582.25","1946.7499999999995","1","416.06"
PI Industries Ltd,PIIND,"Diversified Chemicals","54763.96541756","1616.3","332.5","335.8","1222.8","280.6","18.49","393.5","6657.8","214.8",,,"0.1233654083395016",,"1444.3000000000006","1481.4000000000005","4949.9","1229.5000000000007","37.1","81.06",,"1707.9000000000005","10","226.5"
IDFC First Bank Ltd,IDFCFIRSTB,"Private Banks","53920.27939439","7822.23","1094.3899999999994","1094.3899999999994","6727.84","816.1199999999994","1.3","1094.3899999999994","27195.09","846.47",,,"0",,"3331.4000000000015","3331.4000000000015","23863.69","2484.930000000001",,"3.98",,"3331.4000000000015","0","0"
One 97 Communications Ltd,PAYTM,"Business Support Services","53081.9049585","2464.6","-168.2000000000002","-161.1000000000002","2465.9","-168.40000000000018","-3","-1.300000000000182","8400","33",,,"0",,"-1742.8999999999992","-1719.5999999999992","9634.3","-1775.8999999999992","23.3","-27",,"-1234.2999999999993","0","485.3"
Cummins India Ltd,CUMMINSIND,"Industrial Machinery","52455.942","2092.41","444.3999999999998","451.05999999999983","1603.74","348.9099999999998","12.59","488.66999999999985","8288.22","363.14","328.95","5349.21","0.564263322884013","26.76","1591.2899999999988","1607.5299999999988","184.85000000000014","1228.1499999999987","16.24","44.305555555555515","648.88","1749.5699999999988","25","142.04"
Adani Wilmar Ltd,AWL,"FMCG - Foods","51824.684374375","13945.02","129.23999999999964","339.32999999999964","13513.87","93.60999999999964","0.72","431.14999999999964","58446.159999999996","206.8","2194.85","50944.5","0","638.92","788.9199999999938","1563.8399999999938","2351.7700000000023","582.1199999999938","774.92","4.4789534717315265","393.82","1922.2999999999938","0","358.46"
Muthoot Finance Ltd,MUTHOOTFIN,"Consumer Finance","51299.146536435","3298.36","1354.87","1354.87","1920.3400000000001","973.4899999999999","24.25","1378.02","11975.01","1310.49",,,"0.24447160795643963",,"4922.78","4922.78","6974.070000000001","3612.29",,"89.99",,"5000.94","22","78.16"
AU Small Finance Bank Ltd,AUBANK,"Consumer Finance","50706.5065269","2607.91","530.0299999999997","530.0299999999997","2077.88","424.6199999999998","6.37","530.0299999999997","9239.87","436.71",,,"0.04574565416285453",,"1864.630000000001","1864.630000000001","7375.24","1427.920000000001",,"21.86",,"1864.630000000001","1","0"
Ashok Leyland Ltd,ASHOKLEY,"Trucks & Buses","50002.24751028","13299.27","1213.7700000000013","1795.9000000000012","11244.63","752.5300000000013","2.56","2054.6400000000012","42502.99","1027.78","3097.3","29448.39","0.6151719811091146","279.44","2268.5899999999992","4362.089999999999","1123.1499999999985","1240.8099999999993","2093.5","4.226460371801022","3292.4","5262.3099999999995","2.6","900.22"
HDFC Asset Management Company Ltd,HDFCAMC,"Asset Management","49727.715366","637.83","491.75000000000006","491.75000000000006","132.82999999999998","376.1700000000001","17.63","505.00000000000006","2482.62","446.69","191.16",,"0.7194811210015668",,"1870.0599999999997","1870.0599999999997","55.390000000000015","1423.3699999999997",,"66.71474566723964","312.67","1923.3999999999996","48","53.34"
Abbott India Ltd,ABBOTINDIA,"Pharmaceuticals","49707.535950009995","1392.72","308.41","312.42","1062.96","231.42000000000002","108.9","329.76","5502.88","324.41",,,"0.7274273691749855",,"1273.8199999999997","1289.8099999999997","4143.1","949.4099999999996","15.99","446.78",,"1359.7799999999997","325","69.97"
Astral Ltd,ASTRAL,"Building Products - Pipes","49589.725364779995","1520","271.6000000000001","274.9000000000001","1200.6","205.70000000000007","7.66","319.4000000000001","5198.2","171.6",,,"0.20588235294117646",,"628.2000000000002","668.2000000000002","4351.9","456.60000000000014","40","17",,"846.3000000000002","3.5","178.1"
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,"Online Services","49420","1030.13","374.60000000000014","378.5000000000001","640.41","278.79000000000013","3.48","389.72000000000014","3689.1","348.13",,,"0.4375497215592681",,"1354.01","1370.12","2265.25","1005.88","16.11","12.57",,"1423.85","5.5","53.73"
Yes Bank Ltd,YESBANK,"Private Banks","49315.97427981","7351.56","275.1199999999999","275.1199999999999","7076.4400000000005","206.2099999999999","0.07","275.1199999999999","26826.76","245.51",,,"0",,"981.3299999999981","981.3299999999981","25845.43","735.8199999999981",,"0.28",,"981.3299999999981","0","0"
Colgate-Palmolive (India) Ltd,COLPAL,"FMCG - Personal Products","49155.96363282","1370.98","426.19","427.27","900.6","316.22","11.63","470.38","5279.78","362.53000000000003","1090.88","1790.26","1.0129722034837088","47.44","1409.6899999999996","1414.5999999999997","384.82999999999987","1047.1599999999996","4.91","38.50056286428715","376.97","1589.3999999999996","39","174.8"
JSW Energy Ltd,JSWENERGY,"Power Generation","49035.62815382","3015.34","425.9600000000001","911.6300000000001","1705.77","289.8800000000001","1.77","1309.5700000000002","11006.34","465.08000000000004","235.15",,"0.22197157508661763","5644.05","1942.84","2787.14","863.1700000000002","1477.7599999999998","844.3","9.010162671592347","307.6","3956.37","2","1169.23"
Procter & Gamble Hygiene and Health Care Ltd,PGHH,"FMCG - Personal Products","48994.12497056","897.53","145.55999999999992","149.1299999999999","733.82","165.01999999999992","50.84","163.70999999999992","3925.2400000000002","214.39000000000001","930.72","1565.79","0.9020786382978719","12.17","790.1400000000002","801.3300000000003","348.00999999999976","575.7500000000002","11.19","177.36812868321908","214.34","854.2100000000003","160","52.88"
Indian Overseas Bank,IOB,"Public Banks","48957.24774304","6630.57","891.3500000000004","891.3500000000004","5739.219999999999","655.6300000000003","0.35","891.3500000000004","23523.420000000002","249.45","1012.8000000000001",,"0",,"2353.4400000000023","2353.4400000000023","15794.390000000001","2103.9900000000025",,"1.113080156916033","4102.37","2613.8600000000024","0","260.42"
Aditya Birla Capital Ltd,ABCAPITAL,"Diversified Financials","48661.293293840004","8115.61","832.1499999999996","832.1499999999996","7243.25","608.6499999999996","2.52","872.3599999999997","30473.9","839.4599999999999",,,"0",,"5635.230000000001","5635.230000000001","24693.84","4795.770000000001",,"19.84",,"5780.060000000001","0","144.83"
Schaeffler India Ltd,SCHAEFFLER,"Auto Parts","48322.8426172","1726.31","294.1199999999999","294.9199999999999","1378.94","219.3699999999999","14","347.3699999999999","6960.08","297.83000000000004","189.01","4308.28","1.2799972975739584","87.46","1177.0400000000002","1182.0500000000002","556.2299999999998","879.2100000000002","5.01","18.750039586402547","430.59","1388.5100000000002","24","206.46"
UPL Ltd,UPL,"Fertilizers & Agro Chemicals","47363.3421471","16900","1391","2297","13876","792","10.68","3024","54210","1580",,,"0.21838829438742083",,"5150","8113","43550","3570","2963","45.79",,"10660","10","2547"
Tata Elxsi Ltd,TATAELXSI,"Software Services","47131.1211742","863.61","250.21999999999997","254.33999999999997","588.19","201.51999999999998","32.36","275.41999999999996","3218.5299999999997","182.31","302.61","186.12","0.4997420832119496","10.25","937.4899999999999","954.7799999999999","85.60999999999996","755.1799999999998","17.29","121.26255129548187","1597.77","1036.1699999999998","60.6","81.39"
NHPC Ltd,NHPC,"Renewable Energy","46207.160103","2427.95","872.1699999999997","982.9999999999998","1140.66","643.3999999999997","0.64","1287.2899999999997","11284.9","1321",,,"0.4780361757105943",,"5210.98","5685.24","4384.99","3889.9799999999996","474.26","3.87",,"6899.91","1.85","1214.67"
Balkrishna Industries Ltd,BALKRISIND,"Tires & Rubber","46163.17838605","2374.02","355.02","381.12","1837.25","259.79999999999995","13.44","536.77","10106.060000000001","377.39000000000004","1732.81","4910.44","0.29251702666918833","348.56","1434.790000000001","1483.110000000001","600.9000000000002","1057.400000000001","48.32","54.69767070377968","459.43","2053.920000000001","16","570.81"
