Name,Ticker,"Sub-Sector","Market Cap","Close Price","Depreciation & Amortization","Dividend Per Share","EBITDA","Employee Cost","Earnings Per Share","Interest & Other Items","Net Income","Operating & Other expenses","PBIT","PBT","Power & Fuel Cost","Payout Ratio","Raw Materials","Selling & Administrative Expenses","Taxes & Other Items","Total Revenue","EBITDA (Q)","EPS (Q)","Net Income (Q)","Operating and Other Expenses (Q)","PBIT (Q)","PBT (Q)","Total revenue (Q)"
Golden Crest Education & Services Ltd,GOLDENCREST,"0","35.398505","67.49","0.01","0","0.10999999999999999",,"0.13","0","0.06999999999999999","0.28","0.09999999999999999","0.09999999999999999",,"0",,,"0.03","0.39","0.06","0.11","0.06","0.05","0.06","0.06","0.11"
DSP Liquid ETF,LIQUIDETF,"Debt","35.335546641","999.99",,,,,,,,,,,,,,,,,,,,,,,
Diligent Media Corporation Ltd,DNAMEDIA,"Publishing","35.3124054","3.15","0.1","0","192.92000000000002",,"13.65","0.01","160.69000000000003","18.29","192.82000000000002","192.81000000000003",,"0",,,"32.12","211.21","108.14","6.45","75.99000000000001","26.2","108.11","108.11","134.34"
Walpar Nutritions Ltd,WALPAR,"Packaged Foods & Meats","35.2376261","75.05","1.91","0","3.8199999999999967",,"1.78","0.79","0.5999999999999968","31.66","1.9099999999999968","1.1199999999999968",,"0",,,"0.52","35.48",,,,,,,
Maestros Electronics & Telecommunications Systems Ltd,METSL,"Electronic Equipments","35.215924667","62.7","0.39","0","4.93",,"5.41","0.52","2.9799999999999995","20.96","4.54","4.02",,"0",,,"1.04","25.89","2.130000000000001","2.5","1.370000000000001","7.85","2.020000000000001","1.860000000000001","9.98"
Virtual Global Education Ltd,VIRTUALG,,"35.164086934","0.82","0.08","0","0.9000000000000001",,"0.01","0","0.6000000000000002","0.43","0.8200000000000002","0.8200000000000002",,"0",,,"0.22","1.33","0","-3.75","-0.02","0.16","-0.02","-0.02","0.16"
Cyber Media Research & Services Ltd,CMRSL,"IT Services & Consulting","35.136","126","0.27","2","4.399999999999999",,"7.79","0.82","2.129999999999999","58.78","4.129999999999999","3.309999999999999",,"0.25673940949935814",,,"1.18","63.18","1.3299999999999983","2.11","0.5699999999999983","18.05","1.2599999999999982","1.0299999999999983","19.38"
Addi Industries Ltd,ADDIND,,"35.0888655","31.7","0.14","0","21.470000000000002",,"15.78","0.01","17.04","0.88","21.330000000000002","21.32",,"0",,,"4.28","22.35","0.9900000000000001","0.7","0.7600000000000001","0.11","0.9200000000000002","0.9100000000000001","1.1"
Walchand Peoplefirst Ltd,WALCHPF,"Education Services","34.86119945","122.4","0.69","1","4.819999999999997","10.28","12.052798143180345","0.09","3.4999999999999973","0.6400000000000023","4.129999999999997","4.039999999999997","0.07","0.08296828571428579","0","8.43","0.54","24.24","0.3099999999999996","0.39","0.10999999999999958","5.24","0.1399999999999996","0.09999999999999959","5.55"
Gujarat Craft Industries Ltd,GUJCRAFT,"Plastic Products","34.8584673","72.01","2.19","1","9.449999999999989",,"7.1","2.66","3.479999999999989","155.25","7.259999999999989","4.599999999999989",,"0.14084507042253522",,,"1.12","164.7","2.3599999999999994","1.81","0.8699999999999992","41.88","1.8099999999999994","1.1599999999999993","44.24"
Laxmi Cotspin Ltd,LAXMICOT,"Textiles","34.809831","20.15","3.26","0","-1.5600000000000023",,"-3.4","2.03","-5.870000000000001","146.28","-4.820000000000002","-6.850000000000001",,"0",,,"-0.98","144.72","-0.00999999999999801","-0.55","-0.9599999999999981","41.32","-0.8199999999999981","-1.529999999999998","41.31"
Krypton Industries Ltd,KRYPTONQ,"Tires & Rubber","34.75871245","23.4","1.72","0","4.1200000000000045",,"0.69","1.46","1.010000000000005","29.58","2.400000000000005","0.9400000000000048",,"0",,,"-0.07","33.7","1.42","0.17","0.24999999999999986","9.02","0.7699999999999999","0.22999999999999987","10.44"
3P Land Holdings Ltd,3PLAND,"Real Estate","34.74","19.35","0.1","0","2.1399999999999997","0.12","0.8499999999999998",,"1.5299999999999996","0.04000000000000001","2.0399999999999996","2.0399999999999996",,"0",,"0.22","0.51","2.52","0.38999999999999996","0.15","0.2799999999999999","0.08","0.36999999999999994","0.36999999999999994","0.47"
Shashijit Infraprojects Ltd,SHASHIJIT,"Construction & Engineering","34.693776","33.53","0.82","0","2.6000000000000014",,"0.44","1.11","0.4400000000000015","32.9","1.7800000000000016","0.6700000000000015",,"0",,,"0.23","35.5","0.7900000000000009","0.12","0.13000000000000095","9.26","0.5600000000000009","0.31000000000000094","10.05"
Nimbus Projects Ltd,NIMBSPROJ,"Real Estate","34.659924","31.95","0.24","0","32.339999999999996",,"20.38","9.96","22.059999999999995","3.52","32.099999999999994","22.139999999999993",,"0",,,"0.08","35.86","-2.3","-8.09","-8.770000000000001","3.64","-2.36","-8.81","1.34"
Patspin India Ltd,PATSPINLTD,"Textiles","34.6304","12.08","7.15","0","-0.47999999999998977",,"-5.94","10.52","-18.14999999999999","82.96","-7.62999999999999","-18.14999999999999",,"0",,,"0","82.48","-3.960000000000001","-1.9","-5.790000000000001","26.71","-4.750000000000001","-5.790000000000001","22.75"
Chordia Food Products Ltd,CHORDIA,"Packaged Foods & Meats","34.48183712","89.8","0.89","0","1.3",,"0.47","0.16","0.18","1.59","0.41000000000000003","0.25",,"0",,,"0.07","2.89","0.3","0.07","0.029999999999999978","0.42","0.06999999999999998","0.029999999999999978","0.72"
Veerhealth Care Ltd,VEERHEALTH,"Pharmaceuticals","34.477372624000004","35.32","0.62","0","1.7400000000000002",,"1.52","0","1.58","12.77","1.12","1.12",,"0",,,"-0.46","14.51","0.6499999999999999","1.01","1.04","3.36","0.4899999999999999","0.4899999999999999","4.01"
Diana Tea Co Ltd,DIANATEA,"Tea & Coffee","34.464309","23","1.87","0","0.7400000000000091",,"-1.67","2.1","-2.499999999999991","78.19","-1.129999999999991","-3.229999999999991",,"0",,,"-0.73","78.93","-7.880000000000003","-5.52","-8.370000000000003","17.92","-8.350000000000003","-9.060000000000002","10.04"
Next Mediaworks Ltd,NEXTMEDIA,"Radio","34.44984762","5.05","8.87","0","3.1599999999999966",,"-2.12","18.62","-14.150000000000004","37.71","-5.710000000000003","-24.330000000000005",,"0",,,"-10.180000000000001","40.87","0.7400000000000002","-0.55","-3.6599999999999997","10.54","-1.2899999999999996","-6","11.28"
Haryana Capfin Ltd,HARYNACAP,"Consumer Finance","34.418964048","62.9","0","0","2.15",,"3.05",,"1.5899999999999999","0.61","2.15","2.15",,"0",,,"0.56","2.76","0.27999999999999997","0.4","0.19999999999999996","0.19","0.27999999999999997","0.27999999999999997","0.47"
Key Corp Ltd,KEYCORP,,"34.362","56.25","0","0","15.370000000000001",,"25.61",,"15.360000000000001","0.82","15.370000000000001","15.370000000000001",,"0",,,"0.01","16.19","15.780000000000001","26.28","15.770000000000001","0.18","15.780000000000001","15.780000000000001","15.96"
MRP Agro Ltd,MRP,,"34.3191168","115.2","0","0","0.4499999999999993",,"1.02","0.04","0.3099999999999993","27.92","0.4499999999999993","0.4099999999999993",,"0",,,"0.1","28.37",,,,,,,
Parabolic Drugs Ltd,PARABDRUGS,"Pharmaceuticals","34.040607699999995","5.5","21.59","0","-6.390000000000001",,"-4.63","0.66","-28.64","6.41","-27.98","-28.64",,"0",,,"0","0.02","-0.61","-0.98","-6.05","0.84","-5.71","-6.05","0.23"
Stanrose Mafatlal Investments and Finance Ltd,STANROS,"Asset Management","34.01697816","85.41","0.5","0","0.11000000000000032",,"-1.23",,"-0.4699999999999997","3.11","-0.3899999999999997","-0.3899999999999997",,"0",,,"0.08","3.22","-0.8200000000000001","-2.2","-0.8800000000000001","0.8400000000000001","-0.9500000000000001","-0.9500000000000001","0.02"
GCM Securities Ltd,GCMSECU,"Investment Banking & Brokerage","34.00284","1.78","0.03","0","-1.09",,"-0.06",,"-1.1300000000000001","1.1500000000000001","-1.12","-1.12",,"0",,,"0.01","0.06","-0.97","-0.05","-0.99","0.98","-0.98","-0.98","0.01"
ICDS Ltd,ICDSLTD,"Diversified Financials","33.999687","25.9","0.36","0","0.8999999999999995",,"0.29",,"0.37999999999999945","1.8600000000000003","0.5399999999999995","0.5399999999999995",,"0",,,"0.16","2.76","-0.6","-0.61","-0.7999999999999999","0.5499999999999999","-0.69","-0.69","-0.05"
Roopa Industries Ltd,ROOPAIND,"Specialty Chemicals","33.8610636","44.89","0.89","0","4.889999999999986",,"1.73","2.19","1.3599999999999863","71.93","3.9999999999999862","1.8099999999999863",,"0",,,"0.45","76.82","1.0899999999999999","0.3","0.23999999999999988","17.39","0.8499999999999999","0.2499999999999999","18.48"
EP Biocomposites Ltd,EPBIO,,"33.8233725","211.95","0.1","0","1.12",,"3.94","0.2","0.5900000000000001","6.18","1.02","0.8200000000000001",,"0",,,"0.22999999999999998","7.3",,,,,,,
Rollatainers Ltd,ROLLT,"Packaging","33.76755","1.35","1.47","0","-17.150000000000002",,"-0.74","2.13","-18.48","19.28","-18.62","-20.75",,"0",,,"-2.27","2.13","0.4099999999999999","-0.01","-0.3100000000000001","0.81","0.35999999999999993","-0.1800000000000001","1.22"
Sonu Infratech Ltd,SONUINFRA,"Construction & Engineering","33.755","43","4.97","0","11.159999999999997",,"3.65","2.52","2.729999999999997","53.06","6.189999999999997","3.669999999999997",,"0",,,"0.94","64.22",,,,,,,
Aditya Spinners Ltd,ADITYASP,,"33.749630208","19.99","2.28","0","7.760000000000005",,"2.4","1.64","4.010000000000006","61.72","5.480000000000006","3.840000000000006",,"0",,,"-0.17","69.48","0.9399999999999995","0.25","0.41999999999999943","14.97","0.2899999999999995","-0.16000000000000053","15.91"
Tantia Constructions Ltd,TANTIACONS,"Construction & Engineering","33.69328814","17.95","3.94","0","3.6400000000000006",,"-0.84","2.11","-2.4099999999999993","105.14","-0.2999999999999994","-2.4099999999999993",,"0",,,"0","108.78","17.42","5.65","16.240000000000002","36.44","16.62","16.240000000000002","53.86"
BAMPSL Securities Ltd,BAMPSL,"Diversified Financials","33.66077324","9.97","0.01","0","0.5299999999999998",,"0.13",,"0.4299999999999998","3.16","0.5199999999999998","0.5199999999999998",,"0",,,"0.09","3.69","0.4299999999999997","0.1","0.33999999999999975","2.08","0.4299999999999997","0.4299999999999997","2.51"
Ritesh International Ltd,RITESHIN,"Commodity Chemicals","33.65535457","39.12","0.5","0","2.680000000000007",,"1.23","0.46","1.050000000000007","124.07","2.180000000000007","1.7200000000000069",,"0",,,"0.67","126.75","-1.5700000000000003","-2","-1.7200000000000002","21.39","-1.6700000000000004","-1.8000000000000003","19.82"
Continental Petroleums Ltd,CONTPTR,"Commodity Chemicals","33.6417752","59.58","0.74","0","7.509999999999991",,"8","1.29","3.9399999999999906","90.98","6.769999999999991","5.479999999999991",,"0",,,"1.54","98.49","3.150000000000002","3.59","1.7600000000000025","24.24","2.750000000000002","2.4300000000000024","27.39"
Alfa Transformers Ltd,ALFATRAN,"Heavy Electrical Equipments","33.537113925","34.82","1.03","0","2.950000000000002","2.1","1.103704513167962","1.19","1.010000000000002","-1.680000000000002","1.920000000000002","0.730000000000002","0.32","0","24.12","1.63","-0.28","29.44","0.6700000000000008","0.19","0.20000000000000082","6.81","0.4000000000000008","0.05000000000000082","7.48"
Cargotrans Maritime Ltd,CARGOTRANS,,"33.456","84.95","0.42","0","3.5700000000000074",,"5.74","0.03","2.3500000000000076","70.83","3.1500000000000075","3.1200000000000077",,"0",,,"0.77","74.4",,,,,,,
Bhanderi Infracon Ltd,BHANDERI,"Real Estate","33.418242","128.7","0.07","0","0.9199999999999999",,"2.18","0","0.5599999999999998","6.71","0.8499999999999999","0.8499999999999999",,"0",,,"0.29000000000000004","7.63","0.06000000000000005","0.2","0.04000000000000005","2.33","0.05000000000000005","0.05000000000000005","2.39"
Mindpool Technologies Ltd,MINDPOOL,"Outsourced services","33.3915","82.7","0.41","0","0.8500000000000014",,"-0.31","0.31","-0.12999999999999856","45.17","0.44000000000000145","0.13000000000000145",,"0",,,"0.26","46.02",,,,,,,
Qgo Finance Ltd,QGO,"Consumer Finance","33.3456288","48","0.21","0.2","2.59",,"2.53",,"1.77","8.98","2.38","2.38",,"0.0790513833992095",,,"0.61","11.57","0.7200000000000006","0.63","0.4400000000000006","2.3599999999999994","0.5700000000000006","0.5700000000000006","3.08"
AD- Manum Finance Ltd,ADMANUM,"Specialized Finance","33.3","45.75","0.14","0","6.789999999999999",,"6.69",,"5.01","3.16","6.6499999999999995","6.6499999999999995",,"0",,,"1.6400000000000001","9.95","0.4","0.35","0.25","0.43999999999999995","0.39","0.39","0.84"
Titan Intech Ltd,TITANIN,,"33.195377761","45","0.98","0","3.08",,"3.99","0.04","1.75","11.65","2.1","2.06",,"0",,,"0.31","14.73","1.3899999999999997","1.03","0.5199999999999997","5.9","0.6199999999999997","0.6099999999999997","7.29"
Binny Mills Ltd,BINNYMILLS,,"33.176071969999995","104.55","0.02","0","3.3499999999999996",,"-34.12","13.65","-10.88","5.67","3.3299999999999996","-10.32",,"0",,,"0.56","9.02","0.5800000000000001","-8.92","-2.85","1.16","0.5800000000000001","-2.83","1.74"
Sungold Media and Entertainment Ltd,SMEL,"Advertising","33.165","30.15","0.04","0","0.05999999999999994","0.34","-7.37257477290143e-17","0.01","-5.898059818321144e-17","0.13999999999999999","0.01999999999999994","0.009999999999999941","0.01","0","0","0.17","0.01","0.72","0.06","0.01","0.009999999999999995","0.25","0.009999999999999995","0.009999999999999995","0.31"
RM Drip & Sprinklers Systems Ltd,RMDRIP,"Agricultural & Farm Machinery","33.1155","49.5","0.89","0","1.9100000000000001",,"0.04","0.94","0.03000000000000007","11.91","1.02","0.08000000000000007",,"0",,,"0.05","13.82","3.91","2.95","1.9800000000000002","18.07","3.14","2.74","21.98"
Sri KPR Industries Ltd,SRIKPRIND,"Building Products - Pipes","33.0389398","16.5","4.1","0","8.09",,"1.63","0.07","3.3000000000000003","8.07","3.99","3.9200000000000004",,"0",,,"0.62","16.16","1.0500000000000003","0.03","0.07000000000000034","2.53","-0.11999999999999966","-0.11999999999999966","3.58"
Sainik Finance and Industries Ltd,SAINIK,"Specialized Finance","33.03168","31.77","0","0","2.339999999999998",,"-0.08",,"-0.09000000000000208","15.9","2.339999999999998","2.339999999999998",,"0",,,"2.43","18.24","1.8000000000000007","1.55","1.7000000000000006","2.619999999999999","1.8000000000000007","1.8000000000000007","4.42"
Shrydus Industries Ltd,SHRYDUS,,"32.994967824","35","0","0","0.2900000000000009",,"0.33",,"0.30000000000000093","9.02","0.2900000000000009","0.2900000000000009",,"0",,,"-0.01","9.31","0.13000000000000034","0.14","0.13000000000000034","3.1399999999999997","0.13000000000000034","0.13000000000000034","3.27"
S V J Enterprises Ltd,SVJ,,"32.969178","62.13","0.25","0","1.2800000000000002",,"1.25","0.04","0.6900000000000002","4.47","1.0300000000000002","0.9900000000000002",,"0",,,"0.3","5.75","0.3900000000000001","0.39","0.23000000000000012","1.16","0.3300000000000001","0.3200000000000001","1.55"
Maris Spinners Ltd,MARIS,"Textiles","32.935302560000004","41.55","5.43","0","-5.110000000000014",,"-14.13","5.15","-10.860000000000014","155.06","-10.540000000000013","-15.690000000000014",,"0",,,"-4.83","149.95","-0.6799999999999997","-2.65","-1.7699999999999996","45.39","-2.3099999999999996","-3.5399999999999996","44.71"
DSJ Keep Learning Ltd,KEEPLEARN,"Publishing","32.845517625","3.75","0.2","0","0.79",,"0.01","0.25","0.06000000000000011","4.96","0.5900000000000001","0.3400000000000001",,"0",,,"0.27999999999999997","5.75","0.14000000000000012","0.01","0.020000000000000125","1.42","0.09000000000000012","0.030000000000000124","1.56"
Unick Fix-A-Form and Printers Ltd,UNICK,"Packaging","32.8003","59.8","3.92","0","9.280000000000008",,"4.09","2.38","2.2300000000000084","57.4","5.360000000000008","2.9800000000000084",,"0",,,"0.75","66.68","2.0600000000000005","0.74","0.39000000000000046","13.9","1.0600000000000005","0.5300000000000005","15.96"
Laffans Petrochemicals Ltd,LAFFANSQ,,"32.8","40.9","0.47","0","1.9399999999999977","0.82","0.999999999999997","0.1","0.7999999999999976","0.7900000000000001","1.4699999999999978","1.3699999999999977","0.04","0","16.32","0.85","0.5700000000000001","20.759999999999998","1.6400000000000001","1.47","1.18","1.1","1.52","1.5","2.74"
Vilin Bio Med Ltd,VILINBIO,"Pharmaceuticals","32.71275","22.8","0.17","0","2.5999999999999996",,"1.25","0.65","1.2399999999999998","9.74","2.4299999999999997","1.7799999999999998",,"0",,,"0.54","12.34",,,,,,,
Dhanlaxmi Fabrics Ltd,DHANFAB,"Textiles","32.6167611","38.4","3.06","0","4.920000000000002",,"0.43","1.2","0.3800000000000017","80.53","1.8600000000000017","0.6600000000000017",,"0",,,"0.27999999999999997","85.45","0.5700000000000003","-0.42","-0.35999999999999976","15.86","-0.20999999999999974","-0.48999999999999977","16.43"
Yamini Investments Company Ltd,YAMNINV,,"32.5950368","0.61","0","0","0.28000000000000025",,"0",,"0.21000000000000024","6.109999999999999","0.28000000000000025","0.28000000000000025",,,,,"0.07","6.39","-0.1599999999999997","0","-0.11999999999999969","3.34","-0.1599999999999997","-0.1599999999999997","3.18"
BN Rathi Securities Ltd,BNRSEC,,"32.4324","40.96","0.36","1.5","10.739999999999995","6.5","9.023809523809518",,"7.579999999999996","2.890000000000004","10.379999999999995","10.379999999999995",,"0.16622691292876",,"26.669999999999998","2.8","46.8","2.5599999999999987","1.91","1.609999999999999","9.360000000000001","2.469999999999999","2.469999999999999","11.92"
Polymechplast Machines Ltd,POLYCHMP,,"32.42829919","57.15","0.92","1","3.4399999999999977",,"2.74","0.46","1.5299999999999978","66.41","2.519999999999998","2.059999999999998",,"0.36496350364963503",,,"0.53","69.85","0.5299999999999976","0.39","0.21999999999999761","19.12","0.2999999999999976","0.1799999999999976","19.65"
Simplex Castings Ltd,SIMPLEXCAS,"Iron & Steel","32.2991616","51.5","5.2","0","-5.329999999999998",,"-27.71","8.38","-16.999999999999996","123.23","-10.529999999999998","-18.909999999999997",,"0",,,"-1.91","117.9","3.5700000000000003","-1.78","-1.0899999999999996","41.47","2.7800000000000002","0.5200000000000005","45.04"
Sanginita Chemicals Ltd,SANGINITA,"Commodity Chemicals","32.290599","18.75","0.55","0","3.5999999999999943",,"0.24","2.5","0.4199999999999945","145.53","3.0499999999999945","0.5499999999999945",,"0",,,"0.13","149.13","1.2899999999999991","0.2","0.3599999999999992","34.68","1.1399999999999992","0.4799999999999992","35.97"
Ravileela Granites Ltd,RALEGRA,,"32.266128","31.5","2.06","0","6.800000000000001",,"-1.54","4.34","-1.6499999999999995","24.34","4.74","0.40000000000000036",,"0",,,"2.05","31.14","0.05000000000000071","-2.01","-2.1399999999999992","8.2","-0.4699999999999993","-1.5299999999999994","8.25"
KSS Ltd,KSERASERA,"Movies & TV Serials","32.03812605","0.15","2.94","0","-0.9399999999999995",,"-0.03","1.83","-5.709999999999999","11.41","-3.8799999999999994","-5.709999999999999",,"0",,,"0","10.47","1.4699999999999998","0","0.2099999999999997","2.14","0.6699999999999997","0.2099999999999997","3.61"
Garden Silk Mills Ltd,GARDENSILK,"Textiles","31.982718999999996","7.6","67.32","0","61.8600000000005","118.52","-49.331640627552524","202.14","-207.59999999999948","175.2800000000001","-5.459999999999496","-207.59999999999948","219.91","0","2157.47","147.6","0","2880.6400000000003","-0.839999999999975","-3.8","-15.999999999999975","471.32","-15.699999999999974","-15.999999999999975","470.48"
